company_location,company_name,expected_salary,hiring_number,job_description,job_title,job_url,time_posted
Lagos,Savvy Media Africa,,,"Social Media Intern
Savvy Media Africa
Marketing &amp; Communications
Savvy Media Africa
Marketing &amp; Communications
Lagos |Full Time
Entertainment, Events &amp; Sport |
NGN Less than 75,000
1mo

Job Summary

Savvy Media Africa is a publishing/media company with a community focused on exchanging and celebrating youth-focused dialogue and ideas. We are looking for a Social Media Content Intern who will help us maintain our community's online presence and digital identity.

Minimum Qualification: HND
Experience Level: Volunteer, internship
Experience Length: No Experience/Less than 1 year
Job Description/Requirements

Job Responsibilities:
Create content in the form of listicles that are fun, educational, and informative.
Requirements:
Have a good grasp of trending topics that affect young people today
Possess excellent interpersonal and communication skills
Other Requirements:
Interested candidates should kindly include the link to their portfolio in their cover letter.
Years of Experience : 0 - 1
Location: Lagos
Salary information (if available): NGN50,000",Social Media Intern,https://ng.indeed.com/viewjob?jk=af36e4007227633d&from=serp&vjs=3,Posted 30+ days ago
Lagos,Salpha Energy Limited,,,"Salpha Energy Limited is a renewable energy company determined to provide affordable solar solutions for everyone. We are addressing the huge market need for energy by enabling people harness the infinite source of light that freely accessible to everyone. Innovations in renewable technology afford us the opportunity to place power back in the hands of people, through innovative and quality-conscious products that are built to last for outdoor campaigns, entrepreneurial activities, rural settlements or disaster relief.
We are recruiting to fill the position below:

Job Position: Social Media Intern
Job Location: Fastac Town, Lagos
Employment Type: Full-time
Job Brief
To continue our tremendous success and unparalleled growth, we are searching for committed, deadline-driven Social Media Interns to join our excellent sales team
. The intern will complete all tasks assigned by the manager.

Job Description
Manage all social media platforms (Facebook, Instagram, LinkedIn)
Manage our E-commerce sites and E-commerce Site
Support all IT related issues in the company

Job Requirements
Candidates should possess a Bachelor's Degree / HND qualification
0 - 1 year of work experience
Corpers only.

Method of Application
Interested and qualified candidates should send their CV to: salpha@salphaenergy.com using the Job position as the subject of the mail.",Social Media Intern Recruitment at Salpha Energy Limited,https://ng.indeed.com/viewjob?jk=beac205ae7ca56cd&from=serp&vjs=3,Posted 8 days ago
Lagos,DiversiBoard,"#300,000 - #400,000 a month",10+,"Interested in a full-time, paid, remote 8-12 week internship? Please visit www.diversiboard.comStrong grades. Wide variety of academic subjects accepted - you may be a STEM student, a humanities student or a social science student. We focus on critical thinking skills. Openings in software engineering, computer science, engineering, UX/UI, finance, data science, research and marketingRecently graduated (graduated less than 5 years ago) or are going to be graduating shortlyDiversiBoard wants to hear from you. DiversiBoard works to place highly qualified individuals with companies looking for diverse talent at no cost to the candidates. Please visit www.diversiboard.com to apply.Work EnvironmentInterns will work remotely with teams located in the US (New York, Pittsburgh, San Francisco, Durham, Miami, Atlanta, or Austin), the UK (London or Cambridge), or Canada (Toronto, Waterloo, Vancouver, or Ottawa). Internships will take place over an 8 to 12 week period. Due to these being remote positions, selected candidates will need to maintain a highspeed internet connection for the duration of their internship.Hours may vary based on time differences with overseas teams. Please visit www.diversiboard.comJob Types: Full-time, Part-time, TemporaryContract length: 8 weeksPart-time hours: 40 per weekPay: ₦300,000.00 - ₦400,000.00 per monthCOVID-19 considerations:Positions are largely remote. If in person meetings are required, interns may be required to wear a mask",Intern,https://ng.indeed.com/viewjob?jk=4e07ae0fc8d6eb83&q=intern&l=lagos&from=web&advn=6208489150141368&adid=386239616&ad=-6NYlbfkN0BqahI-svxVI1aazBqZRvUKo2ED3MM6MmZeHgdEZ4fCoeVmc-oTkNrNI_zh85kuvdorpUxbBHerkkDiqyYseBYeTbkFe_uGqo4FyiiJKWcOC5W1uQ_h9FsKMjnTBYeYK_I09AOrmq-jEL9_QnX8pz7gmOf7LqK2gzIprrPhumpzB-Ej5dYNhAIDUPPF5b7fDJw55PbUCoC7uYk0jI6SM2OMeEqiaFlAc9UAYnzV98MGCLJPN7BzacR9GtDbJ1sT8auW2mwN1euzsDgC1Nlnz28SocaTWJG72nVADd9-1onN8nMo48b6MWTX9k1UIgDzoF8lD9TqOmTCh7Nj7fSQjjLxejS-rnbaAgWRflUFpmoHPfa5qF5Rz9rC&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,Posted 30+ days ago
Lagos,Afri Recruiters,,,Provide administrative support for team members.,Recruitment Intern(Fresher),https://ng.indeed.com/viewjob?jk=3f7ee140562015b8&from=serp&vjs=3,Posted 30+ days ago
Lagos,Workforce,,,"Workforce
Workforce
standard chartered bank graduate internship recruitment - financial markets
Workforce
Lagos
Lagos
experience
3 years
Banking and Finance

permanent
full time
salary
not specified
published
more than 60 days ago
Standard Chartered Bank Nigeria - We attract talented individuals. Not only can they give you the benefit of their experience, they also reveal a closer, more personal look at the wide range of global opportunities we offer.

At the core of the Groups people strategy is our focus on employee engagement. Engagement is a key driver of productivity and performance, which creates the foundation of our performance culture. We encourage and focus on the behaviours that bring out the very best from every employee, assessing their performance not just on results but on how those results were achieved. To further embed these behaviours we have a remuneration programme in place, carefully designed to incentivise our employees to live our values every day.

Standard Chartered Bank is recruiting to fill the position below:

Job Title: 2017 Internship - Financial Markets

Ref No: INFMNG17

Location: Nigeria

Job Descriptions

Our Internships give you the chance to learn and experience the culture of Standard Chartered across Asia, Africa and the Middle East, as well as our London and New York offices. An Internship allows you to get to know your strengths and discover what you are passionate about, all of which helps when it comes to making career choices in your final year.

Our Internships are typically two months in length. As an Intern, you will have the opportunity to perform real work, to build up your experience and to build your professional network. Along the way, you will develop valuable skills and experience, and benefit from the close support and guidance provided by our senior staff and former Interns and Graduates.

At the end of our internships, high performers can secure places on our International Graduate Programme.

Are you 100 sure?

A few things to consider before you apply:

We only allow one application per candidate per season so think about it carefully before you hit submit.

Our system regularly checks for multiple applications using all of the data and system information provided during the application process.
We will only ever recognise your first application any subsequent applications will be deleted.

Requirements

Are you eligible?

We require an undergraduate degree for all Graduate opportunities.

To apply for a Graduate position you must have the permanent legal right to work in the country to which you are applying. That means you do not need the Bank to apply for a work permit or visa and that you are able to stay and work indefinitely in that country.",Standard Chartered Bank Graduate Internship recruitment - Financial Markets,https://ng.indeed.com/viewjob?jk=65cf6c311101a5f9&from=serp&vjs=3,Posted 30+ days ago
Lagos,HT-Limited,,,"HT-Limited is Business Management Consulting firm, offering support in business development, human resources management and administration. HT-Limited is a member of the Chartered Institute of Personnel Management in Nigeria, with offices in Lagos, Nigeria and Accra, Ghana. We provide customized HR consulting solutions for employers looking to reduce risks and overhead costs, so more time can be spent on revenue generating activities.
We are recruiting to fill the position below:
Job Position: Lawyer
Job Location: Lagos
Roles &amp; Responsibilities
Responsibilities include, but are not limited to:
Help draft and edit the contract templates
Draft various court documents, invoices, and enclosures at attorneys’ requests
.
The legal intern may also conduct client training, perform legal research as needed, and support smaller projects as requested by the Intel lawyers responsible for providing legal support
Assist in putting together a standard form of a confidentiality agreement
Help to organize legal memoranda and client correspondence.
Research for documents and publications for details that would establish evidence.
Proofread documents and submitted them to attorneys for review.
Produce retainer agreements, contact letters, and various publications and hand-outs for clients
Perform client intake and client interviews
Prepare motions and interrogatories
Conduct intake interviews to spot legal issues for presentation at case acceptance
Observe and participate in client meetings, trials, mediations, and outreach.

Job Requirements
Interested candidates should possess a Bachelor's Degree
0-1 year experience
Good Communication skill
Good Personality.

Method of Application
Interested and qualified candidates should forward their CV to: resumes@ht-limitedng.net using the Job position as the subject of the email.",Lawyer Job at HT-Limited,https://ng.indeed.com/viewjob?jk=dbaa8d3e85051682&from=serp&vjs=3,Posted 7 days ago
Lagos,Workforce,,,"Workforce
Workforce
social media and graphic/digital media jobs in lagos
Workforce
Lagos
Lagos
experience
2 years
Media-Press

permanent
full time
salary
not specified
published
more than 60 days ago
Carparts Nigeria Automobile Limited is one of the leading online car and truck parts and accessories stores in continental Africa. We have a complete selection of high-quality parts for a wide range of new and used vehicle makes and models - offered at the lowest prices. There are millions of

inventoried parts in the CarPartNigeria.com database, and the search is quick and simple.

Carparts Nigeria Automobile Limited is recruiting to fill the position below:

Job Title: Social Media Intern

Location: Lagos

Job Descriptions

Design of promotional web graphics, surveys, flyers, banners, posters, invitations and other advertising and marketing materials as needed

Developing concepts, graphics and layouts for product illustrations, company logos, and websites

Create social media calendar.

Update website with film and event text, upload images, press release, sponsor logos, video etc.

Determining size and arrangement of illustrative material and copy, and font style and size

Develop and edit original content for the following but not limited to:

Blog Content

Public relations materials

Social media content

Marketing Materials

Newsletters

Schedule and post social media content across multiple platforms

Gain exposure to brand strategies across multiple industries

Assist with other graphic design needs as needed

Ability to work with little or no supervision

Must be creative and have his/her own system.

Job Title: Graphic and Digital Media Intern

Location: Lagos

Job Descriptions

Design of promotional web graphics, surveys, flyers, banners, posters, invitations and other advertising and marketing materials as needed

Update website with film and event text, upload images, press release, sponsor logos, video etc.

Determining size and arrangement of illustrative material and copy, and font style and size

Developing concepts, graphics and layouts for product illustrations, company logos, and websites

Create social media calendar.

Develop and edit original content for the following but not limited to:

Blog Content

Marketing Materials

Newsletters

Public relations materials

Social media content

Schedule and post social media content across multiple platforms

Gain exposure to brand strategies across multiple industries

Assist with other graphic design needs as needed

Ability to work with little or no supervision

Must be creative and have his/her own system.

How to Apply",Social Media and Graphic/Digital Media Jobs in Lagos,https://ng.indeed.com/viewjob?jk=15e28aec3d3a239d&from=serp&vjs=3,Posted 30+ days ago
Lagos,Afri Recruiters,,,Attend sales training and educational programs for professional development.,Online Sales Intern,https://ng.indeed.com/viewjob?jk=dddecf3f96a4bb09&from=serp&vjs=3,Posted 30+ days ago
Lagos,Gratitude Inc.,"#50,000 a month",3,"IFS Group, a Cleaning and Facility Management company, is currently recruiting suitable candidates to fill the position below:Job Title: Graduate Accounting InternJob Location: Agbara, Ota-OgunEmployment Type: InternshipJob DescriptionGraduate in Accounting discipline is required to participate in a 6months Internship in a Facility Management CompanyRequirements:Qualified candidates should possess a minimum of 1 year experience and be ready to work at multiple locations during internship.SalaryN50,000 Monthly.Application Closing Date7th May, 2022.How to ApplyInterested and qualified candidates should send their CVJob Type: Full-timeSalary: ₦50,000.00 per month",ACCOUNTING INTERN,https://ng.indeed.com/job-description?cmp=Gratitude-Inc.&t=Accounting+Intern&jk=3349b90ade7e89d2&vjs=3,Posted 13 days ago
Lagos,EchoVC Partners,,,"EchoVC Associate (Full-Time)
JOB DESCRIPTION:
The firm is seeking to hire an Associate to be a member of the investment team and work closely with the startup founders we invest in. Ideally, candidates should have successful experience working in the world of venture-backed technology startups as a founder, employee, or intern. In the absence of that, other previous entrepreneurial and/or investment experience of any kind is a significant plus, especially if it relates to information technology.

RESPONSIBILITIES:
Screen entrepreneurs’ pitch decks, conduct interviews with entrepreneurs, help investment Partners and Principals with due diligence, and creating investment memos
Evaluate opportunities for investment, assess investment risks, analyze financial data, and perform business and investment valuation
Proactively source new investment opportunities
Manage due diligence process, write investment memos and assist with investment execution
Conduct market research on competitive industries and evaluate their products and services, and the demand for these competitive products and services
Assist EchoVC staff in carrying out various group and individual activities related to supporting entrepreneurs in the pre and post funding stages
Interact with entrepreneurs, advisors, clients, financing orgs, lawyers and ICT ecosystem players
Develop and deliver presentations to the EchoVC team, portfolio companies and clients
Coordinate with internal partners on high-impact strategies and evaluation
Represent EchoVC at relevant sector specific conferences, meetups, and events
Represent EchoVC at events that help build the ecosystem for diverse entrepreneurs in tech
REQUIRED SKILLS:
Previous experience (2-4 years) and knowledge of the world of technology startups as a founder, early stage employee, or other full-time role
Excellent business research and financial modeling skills
Demonstrated experience with a high-impact organization
Demonstrated success working with diverse teams
DESIRED SKILLS:
Bachelor’s degree (an MBA is a plus)
Degree in Computer Science or exposure to self taught development coursework a significant plus
Work experience in venture capital, investment banking, consulting, or other finance organizations
Familiarity with venture capital financing structures and practices, e.g., convertible debt and equity
Entrepreneurial spirit and passion for finding tech-driven solutions to close quality-of-life gaps
Ability to work collaboratively with entrepreneurs and other clients from diverse backgrounds is highly desirable; charismatic, people- and relationship-oriented
Demonstrated curiosity around and aptitude for understanding new technologies and business models
Fluency in French, Swahili or Amharic/Oromo appreciated
Strong interpersonal, communication, and written skills; clear succinct writer, eloquent
Intellectual curiosity, self-awareness
Positive entrepreneurial outlook with desire to make a large impact on an organization
Strong personal networks amongst entrepreneurs
Familiarity with major tech ecosystem individuals, groups and events
PROFESSIONAL BENEFITS:
You will have ownership of your projects and manage these projects from start to finish
Interact and build relationships with VCs, entrepreneurs, and ICT ecosystem players
Learn about commerce, media, education, health care, consumer finance, financial inclusion, and other sectors in which we invest
COMPENSATION:
We offer a competitive compensation and health benefits package.
HOW TO APPLY:
 Applications should include a cover letter, resume or LinkedIn profile, and answers to the following questions below:
Why do you want a job in technology venture capital in Sub-Saharan Africa?
Why did you want a job with EchoVC, specifically?
What/who do you care about most?
Pick a subset of an underserved population in SSA and describe how you see technology improving their lives.
Using Professor Adam Grant’s ‘Give and Take’ as a framework, how would you classify yourself? Why?
What’s your favorite piece of media (art, music, film, literature, etc.)? Why?
Describe a time in your life when you balked against conventional wisdom. Why? How did that turn out? What did you learn about yourself?
Would you do this job for free? Why or why not? What would you do for free?
If you could start a company, what would it be and how would you go about making it a winner?
You may include the essay questions in the resume file submission, as a second page.",Associate,https://ng.indeed.com/viewjob?jk=173fca72d0191d91&from=serp&vjs=3,Posted 30+ days ago
Lagos,DriveMe Fleet Services,,,"Driver Management Intern
DriveMe Fleet Services
Driver &amp; Transport Services
DriveMe Fleet Services
Driver &amp; Transport Services
Lagos |Internship &amp; Graduate
Shipping &amp; Logistics |
NGN Less than 75,000
1mo

Job Summary

The Driver Management Intern will be expected to perform Admin functions within the assigned unit.

Minimum Qualification: HND
Experience Level: Volunteer, internship
Experience Length: 1 year
Job Description/Requirements

Responsibilities:
Arrange for onsite periodical inspections of the vehicles that are in use
Assess drivers and their qualifications, in line with existing driving laws
Assess buses and drivers, manage maintenance and arrange for quality vehicles and personnel when needed.
Develop supportive relations with drivers on a personal and professional level and collaborate with other departments to solve their problems.
Coordinate with drivers to ensure timely pickup and delivery.
Requirements:
Either a BSc or HND in any Business or Management course
Excellent use of Microsoft Office Tools
Excellent communication skills
Good Project management and Organizational skills
Ability to multitask
Good customer service skills
1 - 2 years of experience
Remuneration: NGN 50,000
Location: Lekki, Lagos",Driver Management Intern,https://ng.indeed.com/viewjob?jk=ec4cbb862776e6bd&from=serp&vjs=3,Posted 30+ days ago
Lagos,EchoVC Partners,,,"EchoVC Analyst (Full-Time)
JOB DESCRIPTION:
The firm is seeking to hire an Analyst to be a member of the investment team. Ideally, candidates should have successful experience working in the world of venture-backed technology startups as a founder, employee, or intern. In the absence of that, other previous entrepreneurial and/or investment experience of any kind is a significant plus, especially if it relates to information technology.
RESPONSIBILITIES:
Conduct market research on competitive industries, evaluate certain products and services and identify trends, patterns, and gaps/opportunities
Develop and deliver research presentations to the EchoVC investment team and portfolio companies
Participate in and contribute to partnership meetings
Screen entrepreneurs’ pitch decks, conduct interviews with entrepreneurs, help investment Partners and Principals with due diligence, and writing investment memos
Assist EchoVC staff in carrying out various group and individual activities related to supporting entrepreneurs in the pre and post funding stages
Participate in events that help build the ecosystem for entrepreneurs in tech
REQUIRED SKILLS:
Previous experience (0-2 years) with some knowledge of the world of [technology] startups
Demonstrated experience with a social impact organization (e.g. President of a diverse student organization)
Demonstrated success working with diverse teams
DESIRED SKILLS:
Bachelor’s degree
Work experience in venture capital, investment banking, consulting, or other finance organizations
Good/Excellent business research and financial modeling skills
Entrepreneurial spirit and passion for finding tech-driven solutions to close quality-of-life gaps
Ability to work collaboratively with entrepreneurs and other clients from diverse backgrounds is highly desirable; charismatic, people- and relationship-oriented
Demonstrated curiosity around and aptitude for understanding new technologies and business models
Fluency in French, Swahili or Amharic/Oromo appreciated but not required
Strong interpersonal, communication, and written skills; clear succinct writer, eloquent
Intellectual curiosity, self-awareness
Hard working self-starter able to function semi-independently without significant oversight; scrappy and eager to help build remarkable companies; competitive, plays to win.
PROFESSIONAL BENEFITS:
You will have co-ownership of your projects and manage these projects from start to finish
Interact with VCs, entrepreneurs, and ICT ecosystem players
Learn about commerce, media, education, health care, consumer finance, financial inclusion, and other sectors in which we invest
JOB LENGTH:
2 Years (Pre-MBA)
COMPENSATION:
We offer a competitive compensation and health benefits package.
HOW TO APPLY:
 Applications should include a cover letter, resume or LinkedIn profile, and answers to the following questions below:
Why do you want a job in technology venture capital in Sub-Saharan Africa?
Why did you want a job with EchoVC, specifically?
What/who do you care about most?
Pick a subset of an underserved population in SSA and describe how you see technology improving their lives.
Using Professor Adam Grant’s ‘Give and Take’ as a framework, how would you classify yourself? Why?
What’s your favorite piece of media (art, music, film, literature, etc.)? Why?
Describe a time in your life when you balked against conventional wisdom. Why? How did that turn out? What did you learn about yourself?
Would you do this job for free? Why or why not? What would you do for free?
If you could start a company, what would it be and how would you go about making it a winner?
You may include the essay questions in the resume file submission, as a second page.",Analyst,https://ng.indeed.com/viewjob?jk=68e8ee3e5733e29e&from=serp&vjs=3,Posted 30+ days ago
Lagos,Afri Recruiters,,,"Carrying out risk assessments for lab activities and collecting and analysing
samples.",Science Lab Tech Intern,https://ng.indeed.com/viewjob?jk=e5a00feee2234612&from=serp&vjs=3,Posted 30+ days ago
Lagos,Afri Recruiters,,,Maintain customer records by updating account information.,Customer Service Intern,https://ng.indeed.com/viewjob?jk=0af3f43303dd2d63&from=serp&vjs=3,Posted 30+ days ago
Lagos,Afri Recruiters,,,"Properly handle client requests through responsiveness, follow-up, and escalation.",HR Intern,https://ng.indeed.com/viewjob?jk=360db49e3c758bdf&from=serp&vjs=3,Posted 30+ days ago
Lagos,DiversiBoard,"#300,000 - #400,000 a month",10+,"Interested in a full-time, paid, remote 8-12 week internship? Please visit www.diversiboard.comStrong grades. Wide variety of academic subjects accepted - you may be a STEM student, a humanities student or a social science student. We focus on critical thinking skills. Openings in software engineering, computer science, engineering, UX/UI, finance, data science, research and marketingRecently graduated (graduated less than 5 years ago) or are going to be graduating shortlyDiversiBoard wants to hear from you. DiversiBoard works to place highly qualified individuals with companies looking for diverse talent at no cost to the candidates. Please visit www.diversiboard.com to apply.Work EnvironmentInterns will work remotely with teams located in the US (New York, Pittsburgh, San Francisco, Durham, Miami, Atlanta, or Austin), the UK (London or Cambridge), or Canada (Toronto, Waterloo, Vancouver, or Ottawa). Internships will take place over an 8 to 12 week period. Due to these being remote positions, selected candidates will need to maintain a highspeed internet connection for the duration of their internship.Hours may vary based on time differences with overseas teams. Please visit www.diversiboard.comJob Types: Full-time, Part-time, TemporaryContract length: 8 weeksPart-time hours: 40 per weekPay: ₦300,000.00 - ₦400,000.00 per monthCOVID-19 considerations:Positions are largely remote. If in person meetings are required, interns may be required to wear a mask",Intern,https://ng.indeed.com/viewjob?jk=4e07ae0fc8d6eb83&q=intern&l=lagos&from=web&advn=6208489150141368&adid=386239616&ad=-6NYlbfkN0BqahI-svxVI1aazBqZRvUKo2ED3MM6MmZeHgdEZ4fCoeVmc-oTkNrNI_zh85kuvdorpUxbBHerkkDiqyYseBYeTbkFe_uGqo4FyiiJKWcOC5W1uQ_h9FsKMjnTBYeYK_I09AOrmq-jEL9_QnX8pz7gmOf7LqK2gzLu8SGA8qcQQgBrrnCQWd1Y0aP2ThWB1aGbLepGHo-veCJWiZUQQIQjZIV6QY2qevJ68w90RtxLw-NZzv3SsKnpAIDe7Sla4eVMQTJX0fpZ-iluV9UR3xkqsJYeKhD-Qunsy0iI4-xGdtC4kSuFGuJlwUnBmNUr3XgnYjd3PsqmshI_8EumZGEiiNrkXDRk80A1Xi8oLFl7RjQQdp7gnf4C&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,Posted 30+ days ago
Lagos,Zinka Resources,,,"Zinka Resources
Zinka Resources
customer service intern
Zinka Resources
Lagos
Lagos
experience
0 years
Other

permanent
full time
salary
not specified
published
more than 60 days ago
Customer Service Intern
Job Type

Full Time �

Qualification

OND � BA/BSc/HND �
Location

Lagos
Job Field

Customer Care � Internships / Volunteering �
�

Findworka�is hiring a customer service intern. The candidate will interact with customers to provide and process information in response to inquiries, concerns and requests about�Findworka�products.

Responsibilities- The intern will:

communicate with users either by telephone, electronically or face to face.

perform customer verifications.

process orders, forms, applications and requests

direct requests and unresolved issues to the designated resource

keep records of customer interactions and transactions

record details of inquiries, comments and complaints

record details of actions taken.

prepare and distribute customer activity reports

maintain customer databases

follow up on customer interactions

provide feedback on the efficiency of the customer service process.

Education and Experience

OND and HND graduate.

knowledge of Microsoft Office and Google docs.

ability to type at an “okay” speed.

Key Competencies

Great attitude.

interpersonal skills

communication skills – verbal and written

listening skills

problem analysis and problem-solving

attention to detail and accuracy

data collection and ordering

customer service orientation

adaptability

initiative

stress tolerance.",Customer Service Intern,https://ng.indeed.com/viewjob?jk=c0c05b98f54b674f&from=serp&vjs=3,Posted 30+ days ago
Lagos,Afri Recruiters,,,"Assist with streamlining company social media accounts (e.g. Facebook, Twitter, LinkedIn, YouTube, Flicker, and other social media platforms), ensuring uniform content and tone of voice for landing pages, graphics, and other elements within the communities.",Social Media Intern,https://ng.indeed.com/viewjob?jk=5715c7dec04ab13e&from=serp&vjs=3,Posted 30+ days ago
Lagos,DiversiBoard,"#300,000 - #400,000 a month",10+,"Interested in a full-time, paid, remote 8-12 week internship? Please visit www.diversiboard.comStrong grades. Wide variety of academic subjects accepted - you may be a STEM student, a humanities student or a social science student. We focus on critical thinking skills. Openings in software engineering, computer science, engineering, UX/UI, finance, data science, research and marketingRecently graduated (graduated less than 5 years ago) or are going to be graduating shortlyDiversiBoard wants to hear from you. DiversiBoard works to place highly qualified individuals with companies looking for diverse talent at no cost to the candidates. Please visit www.diversiboard.com to apply.Work EnvironmentInterns will work remotely with teams located in the US (New York, Pittsburgh, San Francisco, Durham, Miami, Atlanta, or Austin), the UK (London or Cambridge), or Canada (Toronto, Waterloo, Vancouver, or Ottawa). Internships will take place over an 8 to 12 week period. Due to these being remote positions, selected candidates will need to maintain a highspeed internet connection for the duration of their internship.Hours may vary based on time differences with overseas teams. Please visit www.diversiboard.comJob Types: Full-time, Part-time, TemporaryContract length: 8 weeksPart-time hours: 40 per weekPay: ₦300,000.00 - ₦400,000.00 per monthCOVID-19 considerations:Positions are largely remote. If in person meetings are required, interns may be required to wear a mask",Intern,https://ng.indeed.com/viewjob?jk=4e07ae0fc8d6eb83&q=intern&l=lagos&from=web&advn=6208489150141368&adid=386239616&ad=-6NYlbfkN0BqahI-svxVI1aazBqZRvUKo2ED3MM6MmZeHgdEZ4fCoeVmc-oTkNrNI_zh85kuvdorpUxbBHerkkDiqyYseBYeTbkFe_uGqo4FyiiJKWcOC5W1uQ_h9FsKMjnTBYeYK_I09AOrmq-jEL9_QnX8pz7gmOf7LqK2gzKOCCN4xTO0_jjumhWgWxJ8tFCQhTbqaHzp4ekxDBiXili1_jTOv50sGdmKTWmvrT-7Z1iyPNyma-4WN3i6p7NYZ6F9dIscW-rJv8mqiBPmHLb6ksDYJYVljFsaD8CnfH_qOZHOeiv_aNJYpoFe1d4ebQhg4E_7IADN64JJBoDGehk7rGxsSpy_ogxhwNGRd0jeVMbM_Dv9bCKr_G8SL78p&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,Posted 30+ days ago
Lagos,Zinka Resources,,,"Zinka Resources
Zinka Resources
business support manager
Zinka Resources
Lagos
Lagos
experience
2 years
Other

permanent
full time
salary
not specified
published
more than 60 days ago
Business Support Manager
Job Type

Full Time �

Qualification

BA/BSc/HND �
Experience

2 - 5 years
Location

Lagos
Job Field

Administration / Secretarial �
�

Reports to the LEAD CONSULTANT

JOB DESCRIPTION

This role includes the formation of educational, participatory programs and services for startup and established businesses and innovators at various stages of developing and deploying start-up organizations and ventures that work locally and around the world.

The Manager will also be responsible for facility management including the marketing of virtual office spaces and ensuring the operability of the profitability of the Centre, advising and managing budgets.

The Manager will be responsible for the overall strategy for Innovation Centre Accelerator programs and funding mechanisms. The position includes supervision of part-time trainers/coaches, graduate assistants, interns, and volunteers, along with collaboration on fundraising and outreach activities.

The Manager will also establish a strong network of supporters that engage in coaching, mentoring, sponsorship, outreach activities and long-term evaluation.

MINIMUM QUALIFICATION

Education:

Bachelor’s degree or HND required.

Experience:

2-3 years of working with or in nonprofits, social venture businesses, incubators, social entrepreneurs, and or other start-up environments required.

Knowledge, Skills and Abilities:

Ability to cultivate and maintain strong relationships and partnerships with individuals and stakeholders who are key to their success

Knowledge of Digital Marketing and offline marketing strategy to publicize the centre and generate business leads

Ability to work with diverse populations

Knowledge for writing and publishing related reports, papers and articles

Ability to support the effective management and development of a team of part-time employees

Strong organizational, problem solving, project management, critical thinking and interpersonal skills

Demonstrate success in managing creative, entrepreneurial, and compelling initiatives

Demonstrated understanding of the development cycles of start-up organizations including: resource, leadership development, training, and related needs—all with an emphasis on social innovation and social impact

Must possess sound judgment, tact and diplomacy in dealing with a variety of personalities and constituencies

Experience budgeting and managing financial transactions.",Business Support Manager,https://ng.indeed.com/viewjob?jk=b45d69d0f7ec02d1&from=serp&vjs=3,Posted 30+ days ago
Lagos,CentrespreadGrey,,,"Senior Copywriter (Copy Chief)
CentrespreadGrey
Marketing &amp; Communications
CentrespreadGrey
Marketing &amp; Communications
Lagos |Full Time
Advertising, Media &amp; Communications |
NGN 250,000 - 400,000 |
Negotiable
3mos

Job Summary

The Copy Chief develops advertising concepts using words and conveying it in an engaging, creative, and informative way. They supervise interns and copy trainees, providing daily support and guidance as required.

Minimum Qualification: HND
Experience Level: Mid level
Experience Length: 6 years
Job Description/Requirements

Responsibilities:
Meet with Business Managers to discuss the client's requirements and core messages and target audience.
Conduct research on the product, target audience, and competitor activities in the market.
Brainstorm ideas and concepts for the visual and words with other members of the creative team.
Present initial ideas to the Creative Director, some of which may be rejected or developed into workable concepts.
Write various copy options, which may be presented to the client as a storyboard
Review progress modifies copy until the client is satisfied.
Oversee the production phase, booking and liaising with designers, illustrators, printers, photographers, and production companies.
Cast actors and models to appear in adverts.
Liaise with clients and interprets their briefs
Develop creative ideas and concepts, often in partnership with the Art Director.
Proofread copy to check spelling and grammar.
Amend, revise, and redevelop adverts or campaigns in response to feedback from the Creative Director, Account Management team, or Clients.
Oversee campaigns through the production stage to completion.
Work on several campaigns at once, sometimes under pressure and often to tight deadlines.
Cast actors for TV and radio work and listen to voice tapes.
Keep up to date with popular culture and trends.
Monitor the effectiveness of advertising campaigns.
Requirements:
4 – 6 years’ progressive experience in Copywriting in an Advertising Agency.
Proficient in the use of MS Office tools
Graduate of Mass Communication, or any other related course
Must have completed NYSC
Must be a member of APCON
Skills:
Must possess refined writing skills and be a great storyteller.
Must have a sense of adventure and curiosity
Must possess excellent research skills
Must be able to write with empathy
Must have interest in social and cultural trends
Excellent communication and presentation skills (written and verbal)
Solid knowledge of budgeting and costing
Must be able to work well as part of a team
Strong interpersonal and people management skills
An analytical mind with a strategic ability
Excellent organizational skills
Must be able to see other people's points of view and cope with criticism
Good attention to detail
Self-motivated, proactive, and innovative approach to problem-solving.
Ability to establish and maintain positive working relationships with others both internally and externally to achieve the goals of the organization.
Ability to speak, listen and write in a clear, thorough, and timely manner using appropriate and effective communication tools and techniques.
Ability to assess situations to determine the importance, urgency, and risks, and make clear decisions that are timely and in the best interests of the organization
Accurate reporting skills
Ability to maintain calmness under pressure
Good industry knowledge
Strong analytical skills with the ability to set priorities, complete work with minimal supervision, and meet deadlines",Senior Copywriter (Copy Chief),https://ng.indeed.com/viewjob?jk=619d9679ccacf3e0&from=serp&vjs=3,Posted 30+ days ago
